178252.98,181250.28
178249.81,181250.76
178249.56,181252.46
178248.59,181251.73
178248.82,181251.01
178249.81,181251.01
178248.10,181251.50
178248.82,181251.01
178249.07,181250.03
178248.82,181251.25
178249.81,181251.01
178248.10,181250.03
178249.07,181251.01
178248.59,181251.25
178247.85,181250.76
178247.85,181250.28
178248.82,181251.01
178249.32,181250.28
178248.34,181249.79
178248.82,181249.79
178249.56,181251.25
178249.56,181250.03
178247.60,181251.73
178249.07,181250.03
178248.82,181251.73
178248.59,181251.73
178248.59,181251.73
178247.37,181251.73
178249.32,181251.73
178248.10,181250.76
178249.07,181250.51
178247.85,181251.98
178249.07,181250.03
178248.34,181251.01
178248.34,181251.73
178248.82,181251.73
178249.07,181252.71
178248.34,181251.73
178248.82,181250.51
178250.29,181251.73
178249.07,181251.73
178249.81,181251.98
178249.56,181251.25
178249.07,181251.01
178248.10,181251.73
178249.81,181251.98
178250.78,181251.50
178248.34,181250.03
178248.10,181251.25
178248.59,181251.01
