178249.56,181201.48
178247.60,181201.96
178250.04,181201.23
178248.82,181200.50
178248.34,181201.71
178249.81,181201.48
178249.07,181201.23
178248.59,181202.20
178247.37,181200.98
178249.56,181202.93
178250.04,181200.50
178249.32,181199.53
178248.10,181200.98
178248.10,181200.75
178249.07,181201.48
178248.59,181201.96
178249.07,181201.23
178248.10,181201.96
178248.82,181200.26
178249.32,181199.28
178249.56,181202.20
178248.59,181201.96
178249.07,181200.01
178249.81,181200.98
178248.59,181201.96
178250.04,181202.20
178247.85,181200.98
178247.60,181202.70
178249.32,181200.75
178249.81,181202.20
178248.59,181200.50
178249.07,181202.70
178247.12,181200.75
178247.85,181200.98
178249.56,181200.98
178247.60,181200.75
178247.37,181200.75
178247.85,181200.98
178247.12,181200.75
178249.32,181200.75
178247.12,181201.48
178248.34,181200.98
178247.85,181201.96
178247.37,181201.71
178248.59,181201.71
178248.10,181200.26
178246.87,181201.71
178248.34,181201.71
178247.12,181202.20
178249.07,181201.48
