178251.28,178286.17
178247.12,178287.39
178246.87,178287.62
178246.64,178287.62
178246.64,178287.39
178246.87,178287.87
178246.87,178288.12
178246.39,178287.87
178246.87,178287.39
178247.12,178287.87
178246.87,178288.12
178247.12,178288.60
178247.12,178287.87
178246.15,178288.60
178246.87,178288.12
178246.15,178288.12
178246.15,178288.35
178247.12,178288.35
178246.15,178288.12
178246.15,178288.35
178247.12,178288.12
178246.39,178288.12
178246.39,178288.35
178246.87,178288.35
178246.39,178288.12
178246.39,178288.12
178246.15,178288.12
178247.12,178288.35
178246.15,178288.35
178246.15,178288.60
178245.65,178288.35
178246.39,178288.35
178246.15,178288.35
178246.64,178288.12
178246.39,178288.60
178246.39,178288.35
178246.39,178288.60
178246.15,178288.60
178246.64,178288.60
178246.15,178288.60
178246.39,178288.60
178245.65,178288.60
178246.39,178288.60
178245.90,178288.60
178246.15,178288.60
178245.90,178288.60
178246.15,178288.60
178246.15,178288.60
178246.15,178288.60
178246.15,178288.60
