178250.04,178552.60
178248.34,178553.10
178248.34,178552.85
178249.32,178551.39
178249.07,178552.60
178249.32,178552.12
178247.37,178551.87
178248.59,178552.60
178249.07,178553.34
178249.32,178553.10
178249.07,178552.85
178247.60,178552.85
178249.07,178552.85
178248.59,178553.34
178249.56,178551.15
178247.60,178551.87
178246.87,178552.12
178247.37,178552.12
178249.56,178551.39
178250.04,178551.15
178247.12,178553.34
178247.85,178553.59
178248.59,178551.39
178247.85,178551.64
178247.85,178551.87
178249.07,178551.39
178248.10,178552.12
178248.10,178552.12
178248.34,178551.87
178248.34,178551.39
178248.59,178551.64
178248.10,178551.64
178248.59,178551.64
178248.59,178551.87
178248.59,178551.64
178248.10,178552.37
178248.34,178552.12
178248.59,178552.37
178248.34,178552.37
178248.34,178551.39
178248.10,178551.15
178248.10,178550.65
178247.60,178553.10
178248.10,178551.39
178248.82,178551.64
178248.10,178551.87
178246.87,178552.85
178248.10,178552.85
178247.12,178551.15
178247.12,178553.10
