178247.37,179752.84
178249.81,179753.09
178249.32,179753.09
178248.82,179752.60
178249.07,179752.12
178247.85,179751.62
178249.07,179750.65
178248.82,179751.62
178248.10,179751.87
178248.82,179752.84
178249.56,179751.87
178249.56,179752.12
178248.59,179752.60
178249.07,179751.14
178249.07,179751.62
178248.59,179750.89
178248.34,179751.39
178249.07,179753.57
178249.56,179750.89
178249.32,179750.65
178250.04,179752.84
178249.56,179751.87
178249.56,179753.09
178247.37,179750.89
178248.10,179752.84
178247.37,179752.60
178249.81,179751.39
178249.07,179751.14
178248.82,179750.65
178248.10,179750.89
178250.29,179753.82
178249.07,179751.14
178248.59,179753.09
178247.85,179750.89
178249.32,179751.39
178247.60,179753.09
178248.34,179752.60
178249.56,179751.87
178247.37,179752.60
178249.07,179752.84
178247.85,179750.65
178248.59,179752.35
178249.32,179752.12
178249.07,179753.34
178247.60,179752.35
178249.07,179752.60
178249.32,179751.62
178248.59,179752.60
178249.32,179751.87
178248.34,179752.60
