178247.60,178300.56
178247.12,178301.53
178246.87,178301.29
178247.37,178301.04
178247.37,178301.04
178247.12,178301.29
178247.37,178301.04
178247.12,178301.04
178247.37,178300.81
178247.12,178300.81
178246.87,178300.81
178247.12,178300.56
178247.12,178300.81
178246.87,178300.81
178247.12,178300.56
178246.64,178300.81
178246.87,178300.56
178246.87,178300.56
178247.12,178300.81
178246.87,178300.56
178246.87,178302.76
178246.87,178300.56
178246.87,178300.56
178246.64,178302.51
178246.64,178300.56
178246.64,178302.76
178246.87,178300.81
178246.64,178302.51
178246.87,178300.81
178246.87,178300.31
178246.15,178302.76
178246.87,178300.31
178246.64,178303.00
178246.15,178302.51
178246.64,178302.76
178246.64,178302.51
178246.39,178302.51
178246.39,178302.51
178246.15,178302.51
178246.15,178300.31
178246.39,178302.51
178245.65,178302.51
178246.15,178302.51
178246.39,178300.31
178246.64,178300.31
178246.64,178302.51
178246.15,178300.56
178246.15,178300.56
178246.15,178300.31
178246.87,178300.56
