178250.29,178281.78
178248.59,178283.00
178248.82,178283.23
178248.59,178283.23
178248.59,178283.48
178248.59,178283.23
178248.82,178283.23
178248.82,178282.75
178248.59,178283.48
178248.59,178283.23
178248.59,178283.71
178248.59,178283.23
178248.34,178281.28
178248.59,178283.23
178248.10,178281.04
178245.90,178281.28
178248.82,178283.23
178248.82,178283.23
178248.59,178281.04
178248.82,178283.23
178246.15,178281.28
178245.90,178281.28
178245.90,178283.48
178246.15,178281.53
178248.82,178281.28
178245.90,178281.53
178245.90,178281.04
178248.82,178281.28
178245.90,178281.53
178245.65,178281.04
178249.07,178281.53
178248.10,178281.28
178245.65,178282.01
178248.34,178281.53
178248.82,178282.01
178248.82,178281.28
178248.10,178281.28
178248.34,178281.78
178248.10,178281.78
178248.59,178281.53
178248.59,178281.78
178248.82,178281.53
178245.65,178281.53
178248.59,178281.78
178248.82,178281.78
178245.65,178282.50
178248.59,178281.53
178248.59,178281.78
178245.90,178282.26
178245.65,178282.26
