178248.10,178263.46
178250.04,178262.25
178249.56,178262.25
178249.81,178262.25
178249.81,178262.50
178249.81,178262.50
178249.56,178262.73
178249.56,178262.73
178249.56,178262.98
178249.56,178262.98
178249.56,178262.98
178249.56,178263.23
178249.07,178263.23
178249.32,178263.23
178249.56,178263.23
178249.56,178263.23
178249.32,178263.23
178249.56,178263.46
178249.56,178263.46
178249.32,178263.71
178249.56,178263.71
178249.32,178260.54
178247.85,178263.96
178249.32,178260.54
178247.37,178261.03
178247.12,178260.79
178247.12,178261.28
178249.56,178261.03
178249.81,178261.03
178247.37,178261.28
178249.56,178261.03
178247.37,178261.51
178247.37,178261.51
178249.81,178261.28
178247.60,178261.51
178247.37,178261.76
178247.12,178261.76
178247.37,178261.51
178247.37,178262.01
178247.37,178261.76
178247.37,178262.01
178247.37,178262.01
178250.04,178261.28
178247.37,178261.76
178247.37,178262.01
178247.37,178262.01
178247.37,178262.25
178247.37,178262.01
178247.37,178262.25
178247.37,178262.25
