178252.50,179003.28
178247.85,179002.31
178249.32,179002.31
178247.60,179002.54
178248.34,179001.57
178248.10,179002.31
178247.60,179001.09
178248.10,179002.06
178250.04,179002.06
178247.60,179001.32
178249.81,179001.32
178248.10,179000.84
178247.60,179001.81
178247.37,179002.06
178249.32,179002.06
178248.82,179001.57
178247.85,179001.32
178249.07,179001.57
178247.85,179001.32
178247.37,179002.06
178248.10,179001.32
178249.07,179000.59
178248.10,179001.32
178249.32,179000.59
178248.10,179000.35
178247.85,179001.09
178249.56,179000.35
178247.60,179001.32
178249.07,179000.10
178249.32,179000.59
178248.82,179001.09
178249.56,179000.84
178249.32,179001.57
178249.56,179000.10
178250.29,179001.57
178248.82,179000.84
178249.32,179001.57
178248.34,179001.32
178249.07,179001.32
178248.59,179002.06
178250.04,179001.32
178249.81,179001.09
178249.56,179001.09
178249.32,179000.10
178248.10,179000.84
178249.07,179000.59
178248.34,179002.54
178249.32,179001.32
178249.56,179001.09
178248.10,179000.84
