178249.81,178257.37
178248.34,178255.67
178248.34,178256.15
178248.10,178256.39
178247.60,178256.89
178247.60,178256.64
178247.60,178257.12
178247.60,178256.89
178247.60,178257.12
178247.37,178257.12
178247.37,178257.37
178246.64,178258.10
178248.10,178257.12
178247.37,178257.37
178247.37,178257.62
178247.85,178257.85
178248.59,178257.37
178248.10,178257.37
178248.59,178257.12
178248.10,178257.12
178248.10,178257.37
178248.10,178257.37
178248.34,178257.37
178248.59,178257.12
178248.59,178257.37
178248.59,178257.12
178248.59,178257.12
178248.59,178256.89
178248.59,178257.12
178248.10,178257.12
178248.10,178257.12
178248.10,178257.37
178248.10,178257.12
178248.10,178256.89
178248.10,178256.89
178248.10,178256.64
178248.34,178256.64
178248.10,178256.64
178248.34,178256.64
178248.10,178256.39
178248.34,178256.39
178248.34,178256.39
178248.34,178256.15
178248.34,178258.10
178248.34,178256.39
178248.10,178256.89
178248.10,178256.64
178248.34,178256.39
178248.34,178256.64
178248.34,178256.64
