178248.82,178277.87
178248.10,178278.84
178248.34,178279.09
178247.85,178278.84
178248.10,178278.84
178248.10,178278.84
178247.85,178278.84
178247.85,178279.57
178247.60,178278.84
178247.60,178279.09
178247.12,178278.84
178247.37,178279.32
178247.12,178279.32
178247.37,178279.32
178247.60,178276.40
178248.10,178276.40
178248.10,178276.65
178245.42,178276.89
178248.82,178276.40
178248.34,178276.65
178248.59,178276.65
178245.17,178276.89
178248.59,178276.65
178248.59,178276.89
178245.42,178277.14
178248.82,178276.89
178248.59,178276.65
178248.10,178276.65
178248.59,178276.65
178248.59,178276.89
178245.42,178277.14
178245.65,178276.89
178245.65,178277.14
178248.82,178276.65
178246.15,178276.89
178249.07,178276.40
178248.82,178276.40
178245.65,178276.89
178245.17,178276.89
178249.07,178276.65
178248.34,178276.89
178248.10,178276.40
178245.65,178277.14
178248.59,178278.60
178247.12,178276.89
178248.59,178276.40
178245.65,178276.40
178248.82,178278.60
178247.85,178276.65
178245.42,178276.65
