178250.54,178449.89
178249.81,178450.62
178249.32,178451.10
178250.04,178451.10
178250.54,178451.59
178249.81,178451.84
178249.81,178451.84
178249.81,178450.85
178250.04,178452.32
178250.04,178451.84
178249.32,178451.84
178250.78,178451.59
178249.32,178452.09
178250.04,178450.62
178250.29,178451.59
178250.54,178452.57
178250.29,178450.62
178250.54,178450.62
178249.81,178451.10
178249.81,178450.85
178250.04,178450.85
178249.81,178451.84
178249.07,178452.09
178250.54,178451.84
178249.81,178451.84
178250.29,178452.09
178250.54,178451.35
178249.07,178451.10
178250.04,178452.57
178250.04,178452.09
178249.56,178452.09
178249.56,178452.32
178249.81,178450.85
178250.29,178450.85
178250.04,178451.35
178249.32,178451.35
178249.81,178451.59
178250.29,178451.59
178250.04,178451.59
178250.04,178451.59
178250.54,178451.59
178250.29,178451.10
178250.29,178451.10
178250.04,178451.10
178250.29,178451.35
178250.04,178451.59
178250.29,178451.84
178249.56,178451.84
178249.81,178451.59
178250.04,178451.59
