178249.07,178311.29
178247.60,178310.56
178247.85,178309.59
178245.17,178310.32
178247.37,178310.81
178244.68,178310.32
178247.37,178311.04
178247.37,178311.54
178246.64,178311.04
178247.37,178311.54
178246.87,178311.54
178247.12,178311.29
178246.64,178311.54
178246.64,178311.78
178246.87,178311.54
178246.15,178311.54
178246.87,178311.78
178246.15,178311.54
178246.87,178311.54
178246.64,178312.03
178246.39,178311.78
178246.15,178312.03
178246.87,178311.78
178246.64,178312.03
178246.64,178310.56
178246.87,178311.54
178246.87,178311.78
178246.15,178312.28
178246.39,178311.54
178246.64,178312.03
178246.39,178311.54
178246.15,178311.29
178246.64,178311.78
178246.87,178311.54
178245.65,178311.78
178246.64,178311.29
178246.15,178311.78
178246.64,178311.29
178246.87,178311.54
178246.64,178311.78
178246.15,178311.54
178246.39,178311.04
178246.87,178311.78
178246.15,178311.78
178246.15,178311.54
178246.64,178311.78
178246.39,178312.03
178245.90,178311.78
178245.65,178311.54
178246.15,178311.54
