178248.59,178292.01
178245.42,178293.00
178248.10,178292.75
178248.10,178292.75
178248.34,178292.75
178248.10,178293.00
178248.59,178292.75
178247.85,178292.75
178248.10,178292.51
178248.10,178292.75
178248.10,178293.23
178248.10,178292.75
178248.10,178292.26
178248.10,178292.26
178248.34,178292.26
178248.10,178292.26
178247.85,178292.51
178247.85,178292.26
178248.10,178292.26
178247.85,178292.26
178247.60,178292.26
178247.85,178292.51
178248.10,178292.26
178248.10,178292.26
178248.10,178292.26
178247.85,178292.26
178248.10,178292.26
178247.85,178292.01
178247.60,178292.01
178247.85,178292.01
178247.60,178292.01
178247.60,178291.78
178247.85,178291.78
178247.85,178292.01
178247.85,178292.01
178247.60,178291.78
178247.85,178291.78
178247.85,178291.53
178247.60,178291.78
178247.85,178291.53
178247.60,178291.53
178247.60,178291.53
178247.60,178291.78
178247.85,178291.53
178247.85,178291.53
178247.85,178291.53
178247.85,178291.53
178247.85,178291.53
178247.85,178291.53
178248.34,178291.53
