178249.07,178353.26
178250.78,178350.34
178249.81,178349.84
178250.04,178349.60
178250.04,178350.09
178249.81,178349.60
178249.56,178349.60
178249.81,178350.34
178249.81,178349.84
178249.81,178350.09
178250.04,178350.57
178250.29,178351.06
178249.32,178350.09
178249.81,178350.82
178250.04,178350.82
178249.07,178350.57
178249.32,178351.06
178249.32,178350.57
178249.56,178350.82
178249.07,178350.57
178249.56,178351.06
178249.56,178350.57
178249.56,178350.82
178250.04,178350.57
178250.04,178350.57
178250.04,178350.57
178250.04,178350.57
178249.81,178350.34
178250.04,178350.34
178250.04,178350.57
178249.56,178350.34
178249.81,178350.09
178249.81,178349.84
178250.29,178351.79
178250.29,178351.79
178250.04,178350.34
178249.81,178350.34
178250.04,178350.34
178250.54,178350.09
178250.54,178350.09
178250.54,178350.09
178250.29,178351.79
178250.04,178350.09
178250.54,178349.84
178249.32,178350.09
178250.54,178349.84
178250.04,178350.34
178250.04,178350.34
178250.04,178350.57
178250.04,178350.82
